,acousticness,album,album_id,album_release,artist,danceability,energy,feature,key,loudness,tempo,track_id,track_name,valence
356,0.463,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.496,0.929,No Feature,9.0,-8.567,142.344,65U99sfxmQhVSybLf7uJDH,New York City - 2010 - Remaster,0.941
357,0.386,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.449,0.468,No Feature,7.0,-10.201,143.181,1hCPrcsBw6TNUNxxz3MMon,The Luck Of The Irish - 2010 - Remaster,0.637
358,0.995,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.591,0.109,No Feature,9.0,-20.49,90.554,0USKxatmvxu6bX0RbfrJzz,My Mummy's Dead - 2010 - Remaster,0.455
359,0.157,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.375,0.901,No Feature,4.0,-8.667,167.385,5tBU42neZFyLLsTZDHHoKP,Bring On The Lucie (Freda Peeple) - 2010 - Remaster,0.85
360,0.228,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.77,0.582,No Feature,2.0,-9.809,118.78,0NDiPXxsPR7Mcjd4NvpPb3,Intuition - 2010 - Remaster,0.874
361,0.898,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.409,0.388,No Feature,0.0,-12.682,73.009,6ruxVOhMDDYRmyRyWDVR8K,Old Dirt Road - 2010 - Remaster,0.177
362,0.523,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.37,0.509,No Feature,9.0,-10.92,82.826,6i8zelcsWwYnrwwd0QNZIS,Scared - 2010 - Remaster,0.222
363,0.276,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.629,0.839,No Feature,11.0,-10.346,102.841,3bNCclb7kvABLxOeYuCsNj,What You Got - 2010 - Remaster,0.919
364,0.34,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.508,0.544,No Feature,7.0,-8.311,146.082,6FmnwvMhw1cJjXAZFMTTp8,Out The Blue - 2010 - Remaster,0.366
365,0.192,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.478,0.572,No Feature,9.0,-9.316,82.272,6cGElBofU1KGhWRgbj8SYC,I Know (I Know) - 2010 - Remaster,0.434
366,0.07,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.288,0.911,No Feature,9.0,-7.098,168.935,0WA3ijliVPJ4u6g6cpU6vW,You Can't Catch Me - 2010 - Remaster,0.672
367,0.332,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.582,0.866,No Feature,4.0,-8.897,128.55,30AOKKLikwkHdK6IkCDDQa,Ain't That A Shame - 2010 - Remaster,0.964
368,0.498,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.456,0.799,No Feature,9.0,-8.787,149.865,6So93lvE9dI7P2X6IDgYi9,Peggy Sue - 2010 - Remaster,0.894
369,0.168,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.493,0.551,No Feature,9.0,-9.667,86.752,7oiJbxOJhH6bvTYORQX7zN,Medley: Bring It On Home To Me/Send Me Some Lovin' - 2010 - Remaster,0.611
370,0.973,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.472,0.296,No Feature,7.0,-12.123,81.827,6gF98JwevVqIDLpbq6Spwt,Grow Old With Me - 2010 - Remaster,0.706
371,0.00691,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.612,0.694,No Feature,2.0,-9.326,113.159,7dTFUnfqXMqK3Qu0TjIIHC,Power To The People - 2010 - Remaster,0.739
372,0.00571,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.718,0.623,No Feature,9.0,-12.514,156.962,44neoDfd4JofkmOai9kTMZ,Honey Don't - Studio Outtake,0.432
373,0.993,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.557,0.273,No Feature,10.0,-12.796,108.594,4Bq5YgEgxjz8ycmku4hOZy,Serve Yourself - Home Recording,0.299
376,0.954,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.181,0.117,Richard Rodgers,5.0,-18.234,110.758,4pXJzR6ke4Ka8usGlocq3K,Champions Suite: Opening Titles,0.0374
377,0.917,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.39,0.192,Richard Rodgers,7.0,-17.808,120.807,3d0LWj68bkWVhlcZxFtZp2,Champions Suite: Kentucky Holiday,0.419
378,0.977,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.169,0.0136,Richard Rodgers,4.0,-31.734,104.216,24MCBd7M4gVM2eh5InCshj,Champions Suite: Proposal,0.0372
379,0.831,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.236,0.342,Richard Rodgers,3.0,-15.165,156.48,6ioWsGfU1RKDQPbVdec0LD,Champions Suite: Grand National,0.278
380,0.973,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.0864,0.0547,Richard Rodgers,2.0,-22.471,81.943,4ov5zGj8L8AdCHdtPG8YyE,The Family Way,0.0572
381,0.873,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.229,0.07,Richard Rodgers,0.0,-25.713,118.334,516acazcfiJxvZl2HaTqR3,A Liverpool Day,0.0394
382,0.758,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.309,0.353,Richard Rodgers,5.0,-14.045,108.35,7v1QzxPFM5XswG3lZUBC1m,All Together Now,0.298
423,0.853,"Beatles Baroque, Vol. 3",7fX44U3G67oLnkQ0LGxHQs,2006-01-01,John Lennon,0.336,0.0481,Les Boreades de Montreal,4.0,-27.623,77.424,2GD3bu5fOapVw3XLkUR8ut,Mother,0.186
425,0.775,"Beatles Baroque, Vol. 3",7fX44U3G67oLnkQ0LGxHQs,2006-01-01,John Lennon,0.292,0.112,Paul McCartney,1.0,-21.079,77.488,04EVLmUdGXyI2pOSkhyjyx,Across The Universe,0.0973
430,0.346,Masters of Chant: Chapter IV,3BtjS89s63odE6yw9cQ1gH,2010,John Lennon,0.305,0.539,Gregorian,1.0,-11.229,156.019,3tNEFAZBI9XsHPo6jF6BC1,Imagine,0.177
431,0.0626,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.519,0.812,No Feature,9.0,-8.853,136.862,686GB8A4rnDqxFyAbyD8Gw,Attica State - 2010 - Remaster,0.752
432,0.202,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.375,0.838,No Feature,4.0,-9.643,178.408,3N3JJE1X1QqFefAYCw6gkH,Sunday Bloody Sunday - 2010 - Remaster,0.819
433,0.426,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.316,0.856,No Feature,4.0,-9.806,115.399,77FZ1PmS2mNjascU6dTeEw,Cold Turkey - Live;2010 - Remaster,0.235
434,0.531,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.369,0.831,No Feature,2.0,-10.075,96.177,2ULfxJjio1eOR7XeAidtad,Well (Baby Please Don't Go) - Live;2010 - Remaster,0.546
435,0.0152,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.416,0.875,No Feature,4.0,-8.38,176.087,3m7lKCKk4ISHkqsHwRkbHy,Tight A$ - 2010 - Remaster,0.964
436,0.63,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.514,0.358,No Feature,4.0,-8.453,128.076,2sLRX1NHlkRN2C6M9ZPNKr,Aisumasen (I'm Sorry) - 2010 - Remaster,0.106
437,0.828,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.423,0.385,No Feature,8.0,-11.107,90.142,0hcSbqWuGYHZVCcPF2qR4z,One Day (At A Time) - 2010 - Remaster,0.274
438,0.218,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.771,0.572,No Feature,2.0,-9.837,118.863,4hdIr8UJyYCiMs5bXJ1hCv,Intuition - 2010 - Remaster,0.903
439,0.467,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.56,0.613,No Feature,9.0,-10.371,103.231,12rMg1qmlOWXdJNZVj6XHW,Surprise Surprise (Sweet Bird Of Paradox) - 2010 - Remaster,0.923
440,0.223,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.549,0.442,No Feature,4.0,-12.55,93.863,3oKGAqWaaiRxILpWVZGRIl,You Are Here - 2010 - Remaster,0.545
441,0.522,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.432,0.735,No Feature,9.0,-8.328,200.581,3N2TUfuKTsI3oWfTbbDwhf,Medley: Rip It Up/Ready Teddy - 2010 - Remaster,0.967
442,0.0131,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.413,0.872,No Feature,4.0,-8.35,176.391,5WoaKsCRZqJYj2zMA9bjiB,Tight A$ - 2010 - Remaster,0.963
443,0.824,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.376,0.328,No Feature,4.0,-15.37,153.881,4wLDmIlO5u45OCxzkMkBCx,Bless You - 2010 - Remaster,0.23
444,0.0866,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.544,0.804,No Feature,4.0,-9.026,113.867,1ROkVIZCcQ5QiOJhBW0j3X,Sweet Little Sixteen - 2010 - Remaster,0.96
445,0.0904,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.473,0.644,No Feature,7.0,-9.836,167.768,3w5ARGCqveD5eCjuaRNEyf,Do You Want To Dance - 2010 - Remaster,0.972
446,0.597,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.238,0.567,No Feature,7.0,-12.035,148.271,4GBUDhbkR8gneoYcknj2cu,Steel And Glass - 2010 - Remaster,0.337
447,0.171,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.404,0.901,No Feature,2.0,-9.058,160.334,577tibIHKMuyhxbWnbY2UO,Slippin' And Slidin' - 2010 - Remaster,0.961
448,0.00264,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.395,0.582,No Feature,4.0,-12.77,90.2,4R7bdcsBGTtS1Rz1ymxs0W,Just Because - 2010 - Remaster,0.548
449,0.152,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.62,0.917,No Feature,9.0,-8.711,130.821,05hL3Is3EBqkupqdlrDsiq,Be-Bop-A-Lula - 2010 - Remaster,0.961
450,0.442,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.643,0.897,No Feature,2.0,-8.342,104.699,7qHMFm3dzSPhulcGHBODXY,Bony Moronie - 2010 - Remaster,0.956
451,0.0382,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.438,0.656,No Feature,9.0,-12.695,114.875,1ZTGgJIUw3bWYrMPM3P7e1,Beef Jerky - 2010 - Remaster,0.454
452,0.117,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.666,0.685,No Feature,5.0,-9.78,160.719,243OT5O8W0gOFrYovSeADS,Ya Ya - 2010 - Remaster,0.974
453,0.32,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.586,0.855,No Feature,4.0,-8.904,128.512,6LIEVxf7CginV997hZd8nJ,Ain't That A Shame - 2010 - Remaster,0.963
454,0.0877,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.479,0.646,No Feature,7.0,-9.865,167.65,3ui2596ocbAkClfc6jolw5,Do You Want To Dance - 2010 - Remaster,0.969
455,0.48,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.46,0.81,No Feature,9.0,-8.791,149.901,5ohEYHTa6RIErzWZ772OfW,Peggy Sue - 2010 - Remaster,0.913
456,0.154,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.494,0.554,No Feature,9.0,-9.706,86.757,20ETqpMOgn1zAlzk2xrTB2,Medley: Bring It On Home To Me/Send Me Some Lovin' - 2010 - Remaster,0.544
457,0.00275,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.197,0.567,No Feature,4.0,-12.761,180.428,1mRPTHhrUimFuHMztzkmWu,Just Because - 2010 - Remaster,0.524
458,0.424,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.736,0.655,No Feature,9.0,-6.125,99.38,1Sb7m2AJc3DlyHpLfnzY7q,Dear Yoko - 2010 - Remaster,0.885
459,0.316,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.744,0.94,No Feature,0.0,-3.973,131.876,2LqMOAFSWqOwQ6oHKaqWHs,I'm Stepping Out - 2010 - Remaster,0.875
460,0.539,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.917,0.74,No Feature,9.0,-5.618,116.194,68rgSRoIpZa7wv0vY782iB,Borrowed Time - 2010 - Remaster,0.967
461,0.164,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.5,0.931,No Feature,4.0,-7.831,161.086,2ijHRr643f31GnagPYgcdE,Move Over Ms L - 2010 - Remaster,0.864
462,0.0739,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.765,0.661,No Feature,7.0,-12.519,90.617,337o4FEi9lvcRliCAzjuet,I Found Out - Studio Outtake,0.584
463,0.789,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.617,0.37,No Feature,7.0,-13.867,119.948,0dJaFWsdALE4eoUGmF6Sxk,One Of The Boys - Home Recording,0.413
464,0.953,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.478,0.0559,No Feature,2.0,-17.055,179.92,5gp3z3M51REzUv395bSkvk,Isolation - Studio Outtake,0.15
465,0.969,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.526,0.221,No Feature,2.0,-15.316,90.356,17EyNHYrVqvzBTY5W91Ie1,Remember - Studio Outtake,0.119
467,0.978,1812,5WyiK9Qe5yMgXtI2vUarN8,1995-12-31,John Lennon,0.206,0.0174,Paul McCartney,8.0,-23.911,80.008,7pGyU4oUti2cML0UO0AHtS,Lennon / McCartney: Blackbird / I Will (Arr. for Chorus),0.0649
468,0.978,Anthology,30a11Egk87a9J5UEaR1ngh,2009-08-24,John Lennon,0.206,0.0174,Paul McCartney,8.0,-23.911,80.008,6t7Cx5QgFrjfTddHM6i39h,Lennon / McCartney: Blackbird / I Will (Arr. for Chorus),0.0649
469,0.153,"Beatles Baroque, Vol. 3",7fX44U3G67oLnkQ0LGxHQs,2006-01-01,John Lennon,0.489,0.146,Paul McCartney,8.0,-25.542,102.282,710EpBcs5dwmUeuiLRVWvM,In My Life,0.221
470,0.803,"Beatles Baroque, Vol. 3",7fX44U3G67oLnkQ0LGxHQs,2006-01-01,John Lennon,0.332,0.133,Paul McCartney,8.0,-22.929,166.964,5iA0OS6Xjp83JyQArD9aip,I Want You,0.218
471,0.926,Unfinished Music No. 1: Two Virgins,118I3ivtpJl7WVJ5ktlxJp,1968-11-29,John Lennon,0.319,0.36,Yoko Ono,8.0,-13.577,121.161,20NqoHchoFPgb2fdnJde5g,Two Virgins: Side Two,0.0508
472,0.0171,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.146,0.82,Yoko Ono,4.0,-8.591,178.46,1Ue8Gv5jKT4L6ILd2kX0Ed,Don't Worry Kyoko - Live,0.171
473,0.199,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.155,0.717,Yoko Ono,9.0,-12.571,79.124,2ZLimLr2ZJlwKdyuYmavEh,Jamrag - Live,0.238
474,0.0879,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.298,0.756,Yoko Ono,2.0,-10.908,166.269,0fZV8zvUjAc32MMRBRZfG5,Scumbag - Live,0.407
